id,type,attributes.date_created,attributes.date_modified,attributes.date_published,attributes.original_publication_date,attributes.doi,attributes.title,attributes.description,attributes.is_published,attributes.is_preprint_orphan,attributes.tags,attributes.preprint_doi_created,attributes.date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,attributes.date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.withdrawal_justification,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.data,relationships.identifiers.links.related.href,relationships.node.links.related.href,relationships.node.links.self.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.data,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.data,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi
gytr8,preprints,2019-09-19T10:43:44.619887,2019-09-20T20:34:22.936416,2019-09-20T20:34:00.764234,2019-09-18T22:00:00,NA,Documentación de patrimonio cultural en entornos digitales colaborativos: Wikimedia Commons,"Wikimedia Commons has been converted into a global repository for the documentation of cultural heritage, as well as the development of projects for the release of digitized material by memory institutions. These materials can be used, modified and distributed freely, facilitating cultural access and enjoyment, scientific research, and cultural creation through the reuse of the contents. This paper discusses the notion and characteristics of OpenGLAM and GLAM wiki projects, the activities that are carried out on Wikimedia Commons, the characteristics and problematic of the treatment of digitalized materials.",TRUE,FALSE,GLAM|GLAM wiki|Wikimedia Commons,2019-09-20T20:34:22.880129,NA,,TRUE,accepted,2019-09-20T20:34:00.764234,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f4c698300375c76ccb|Arts and Humanities|Digital Humanities|5a8c80f7c698300375c76d84|Social and Behavioral Sciences,NA,,2019,https://api.osf.io/v2/preprints/gytr8/contributors/,https://api.osf.io/v2/preprints/gytr8/bibliographic_contributors/,https://api.osf.io/v2/preprints/gytr8/citation/,gytr8,preprints,NA,https://api.osf.io/v2/preprints/gytr8/identifiers/,https://api.osf.io/v2/nodes/tes7k/,https://api.osf.io/v2/preprints/gytr8/relationships/node/,tes7k,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/gytr8/files/,https://api.osf.io/v2/files/5d835be551eeee0017ba42f5/,5d835be551eeee0017ba42f5,files,https://api.osf.io/v2/preprints/gytr8/review_actions/,NA,https://api.osf.io/v2/preprints/gytr8/requests/,https://api.osf.io/v2/preprints/gytr8/,https://osf.io/preprints/socarxiv/gytr8/,https://doi.org/10.31235/osf.io/gytr8,NA
3yjk2,preprints,2019-09-18T22:48:30.691150,2020-05-29T18:43:24.269655,2019-09-19T11:58:11.363518,2015-07-15T04:00:00,NA,An Accurate Solution for Credit Valuation Adjustment (CVA) and Wrong Way Risk,"This paper presents a Least Square Monte Carlo approach for accurately calculating credit value adjustment (CVA). In contrast to previous studies, the model relies on the probability distribution of a default time/jump rather than the default time itself, as the default time is usually inaccessible. As such, the model can achieve a high order of accuracy with a relatively easy implementation. We find that the valuation of a defaultable derivative is normally determined via backward induction when their payoffs could be positive or negative. Moreover, the model can naturally capture wrong or right way risk. https://osf.io/preprints/socarxiv/3yjk2/download",TRUE,FALSE,collateralization|credit risk modeling|credit value adjustment (CVA)|default probability approach (DPA)|default time approach (DTA)|least square Monte Carlo|margin|netting|right way risk|wrong way risk,2019-09-19T11:58:21.866606,NA,,TRUE,accepted,2019-09-19T11:58:11.363518,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dbf|Social and Behavioral Sciences|Economics|Finance,NA,,2019,https://api.osf.io/v2/preprints/3yjk2/contributors/,https://api.osf.io/v2/preprints/3yjk2/bibliographic_contributors/,https://api.osf.io/v2/preprints/3yjk2/citation/,3yjk2,preprints,NA,https://api.osf.io/v2/preprints/3yjk2/identifiers/,NA,https://api.osf.io/v2/preprints/3yjk2/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/3yjk2/files/,https://api.osf.io/v2/files/5d82b442b3103d00194e8f8f/,5d82b442b3103d00194e8f8f,files,https://api.osf.io/v2/preprints/3yjk2/review_actions/,NA,https://api.osf.io/v2/preprints/3yjk2/requests/,https://api.osf.io/v2/preprints/3yjk2/,https://osf.io/preprints/socarxiv/3yjk2/,https://doi.org/10.31235/osf.io/3yjk2,NA
84upd,preprints,2019-09-18T20:41:42.703170,2019-11-13T14:47:13.116609,2019-09-19T11:57:41.386666,NA,NA,Taxation and the Quality of Government,"In this paper we explore different perspectives on quality of government, discuss the implications of each for taxation, and provide a history of exemplary cases over time from each perspective.",NA,NA,,NA,2019-11-13T14:47:13.070403,,TRUE,withdrawn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db2|Social and Behavioral Sciences|Political Science|Comparative Politics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology,We we're notified by an editor that we are not allowed to make this chapter available until 24 months after the handbook's publication.,,2019,https://api.osf.io/v2/preprints/84upd/contributors/,https://api.osf.io/v2/preprints/84upd/bibliographic_contributors/,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,NA,NA,NA,NA,https://api.osf.io/v2/preprints/84upd/review_actions/,NA,NA,https://api.osf.io/v2/preprints/84upd/,https://osf.io/preprints/socarxiv/84upd/,https://doi.org/10.31235/osf.io/84upd,NA
kw73j,preprints,2019-09-18T15:22:47.320140,2019-09-19T11:57:23.451463,2019-09-19T11:57:08.392110,NA,NA,White Christian Nationalism and Relative Political Tolerance for Racists,"Recent studies demonstrate that white Americans who adhere to “Christian nationalism”―an ideology that idealizes and advocates a fusion of Christianity and American civic life―tend to hold authoritarian, exclusionary, and overtly prejudicial attitudes, particularly regarding ethno-racial minorities. In light of the public resurgence of white nationalist sentiment coinciding with the Trump presidency, the current study shifts the focus from attitudes toward a target minority as the outcome to Christian nationalism’s association with whites’ attitudes toward “racists” themselves. We use data from the 1996 and 2014 General Social Surveys and consider relative political tolerance toward old-fashioned racists (i.e., persons who believe black Americans are genetically inferior) compared to other historically stigmatized groups, including anti-religionists, communists, militarists, and homosexuals. Viewing Christian identity as essential to American civic belonging is among the strongest predictors of whites’ being politically intolerant of all stigmatized groups, racists included. However, when we examine relative tolerance toward racists compared to other stigmatized groups, white Christian nationalists show greater tolerance than other whites. This effect is distinct from personal religiosity which is associated with lower relative tolerance toward racists. Additionally, we find both survey year and gender moderate the association between white Christian nationalism and relative tolerance toward racists. Findings ultimately demonstrate that white Americans who adhere to Christian nationalism exhibit authoritarian tendencies―expressing lower tolerance for all groups considered―while making greater relative allowance for old-fashioned racists, who may be allies in the task of social control and coercion.",TRUE,FALSE,blacks|political tolerance|racism|racists|religion|Trump|White Christian nationalism|whites,2019-09-19T11:57:23.437077,NA,,TRUE,accepted,2019-09-19T11:57:08.392110,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e2a|Social and Behavioral Sciences|Sociology|Racial and Ethnic Minorities|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e31|Social and Behavioral Sciences|Sociology|Sociology of Religion|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology,NA,,2019,https://api.osf.io/v2/preprints/kw73j/contributors/,https://api.osf.io/v2/preprints/kw73j/bibliographic_contributors/,https://api.osf.io/v2/preprints/kw73j/citation/,kw73j,preprints,NA,https://api.osf.io/v2/preprints/kw73j/identifiers/,NA,https://api.osf.io/v2/preprints/kw73j/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/kw73j/files/,https://api.osf.io/v2/files/5d824bcb0d263000190bd216/,5d824bcb0d263000190bd216,files,https://api.osf.io/v2/preprints/kw73j/review_actions/,NA,https://api.osf.io/v2/preprints/kw73j/requests/,https://api.osf.io/v2/preprints/kw73j/,https://osf.io/preprints/socarxiv/kw73j/,https://doi.org/10.31235/osf.io/kw73j,NA
4bv5u,preprints,2019-09-18T10:32:52.924343,2019-10-01T15:38:50.552118,2019-09-18T13:32:27.690786,NA,NA,Not so Responsive after all: European Parties do not Respond to Public Opinion Shifts across Multiple Issue Dimensions,"Many studies have found that European parties change their policy positions in response to changes in public opinion. This is both theoretically and normatively appealing, suggesting that European party politics operates in a way that is consistent with spatial models. Nonetheless, virtually all previous studies are based on a single, uni-dimensional measure of public opinion: left-right self-placement from the Eurobarometer surveys. This measure has a number of flaws, including the fact that political conflict in Europe now occurs across multiple issue dimensions beyond the classic divide on state involvement in the economy. We use new measures of Europeans' ideological positions across four different issue dimensions and twenty-six countries from 1981-2016, together with data on parties' policy positions from their manifestos, to re-evaluate findings on responsiveness. Across many different model specifications, samples and outcome measures, we find virtually no evidence that European political parties respond to public opinion on any issue dimension. Our findings suggest that scholars may require better measures of party positions, more nuanced theories of responsiveness (for example to sub-groups, or across longer time horizons), or may need to re-focus their attention towards responsiveness via policy outcomes rather than parties' policy commitments.",TRUE,FALSE,,2019-09-18T13:32:48.918623,NA,,TRUE,accepted,2019-09-18T13:32:27.690786,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db2|Social and Behavioral Sciences|Political Science|Comparative Politics,NA,,2019,https://api.osf.io/v2/preprints/4bv5u/contributors/,https://api.osf.io/v2/preprints/4bv5u/bibliographic_contributors/,https://api.osf.io/v2/preprints/4bv5u/citation/,4bv5u,preprints,NA,https://api.osf.io/v2/preprints/4bv5u/identifiers/,NA,https://api.osf.io/v2/preprints/4bv5u/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/4bv5u/files/,https://api.osf.io/v2/files/5d8207d9b658b700185f9fdc/,5d8207d9b658b700185f9fdc,files,https://api.osf.io/v2/preprints/4bv5u/review_actions/,NA,https://api.osf.io/v2/preprints/4bv5u/requests/,https://api.osf.io/v2/preprints/4bv5u/,https://osf.io/preprints/socarxiv/4bv5u/,https://doi.org/10.31235/osf.io/4bv5u,NA
rfzdq,preprints,2019-09-17T17:53:10.204959,2019-09-18T01:00:46.479183,2019-09-18T01:00:16.714482,NA,NA,Everything You Always Wanted to Know About AI - Nowcasting Digital Skills With Wikipedia,"With the use of online data from the tech job platform dice.com and the online encyclopedia Wikipedia, two networks of digital skills are created around the topic of Artificial Intelligence. Initial research indicates that new skill tags first join the Wikipedia network, before they appear in AI-related job announcements on dice.com. The findings of this work could be used in order to create a data-driven strategy for the acquisition and the development of adequate skills needed to implement and leverage new technologies at best.",TRUE,FALSE,Artificial Intelligence|ICT|Networks|Skills|Wikipedia,2019-09-18T01:00:46.459315,NA,,TRUE,accepted,2019-09-18T01:00:16.714482,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,NA,,2019,https://api.osf.io/v2/preprints/rfzdq/contributors/,https://api.osf.io/v2/preprints/rfzdq/bibliographic_contributors/,https://api.osf.io/v2/preprints/rfzdq/citation/,rfzdq,preprints,NA,https://api.osf.io/v2/preprints/rfzdq/identifiers/,NA,https://api.osf.io/v2/preprints/rfzdq/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/rfzdq/files/,https://api.osf.io/v2/files/5d811d8f7483ec001756acc8/,5d811d8f7483ec001756acc8,files,https://api.osf.io/v2/preprints/rfzdq/review_actions/,NA,https://api.osf.io/v2/preprints/rfzdq/requests/,https://api.osf.io/v2/preprints/rfzdq/,https://osf.io/preprints/socarxiv/rfzdq/,https://doi.org/10.31235/osf.io/rfzdq,NA
6vyr7,preprints,2019-09-17T09:14:52.509920,2019-09-17T14:39:45.332713,2019-09-17T14:39:22.686322,2019-09-15T22:00:00,10.1177/0001699319868524,Left behind? Over-time change in the social mobility of children from unskilled working-class backgrounds in Germany,"Research on intergenerational social mobility tends to focus on examining the level of overall social fluidity in society. However, from a social justice perspective it can be argued that the type of social fluidity that matters most is upward mobility from the lowest rung of the social ladder. This article examines the labour market chances of children from parents in unskilled working-class positions, relative to children from skilled working-class and higher social class backgrounds, and how they have changed across four birth cohorts in post-WWII Germany. We find that individuals from unskilled working-class backgrounds have substantially lower labour market chances than individuals from skilled working-class backgrounds or higher social class backgrounds. Moreover, we find that the gap in labour market chances between indi- viduals from unskilled working-class backgrounds and individuals from more advantaged backgrounds has not narrowed but, if anything, has widened across the four birth cohorts we examine. Our results suggest that an important factor underlying this sustained labour market inequality is a persistently high level of educational inequality between these groups.",TRUE,FALSE,disadvantaged youth|Educational inequality|equality of opportunity|Germany|Intergenerational social mobility|intergenerational transmission of inequality|Social inequality|social justice,2019-09-17T14:39:45.297982,NA,,TRUE,accepted,2019-09-17T14:39:22.686322,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e35|Social and Behavioral Sciences|Sociology|Inequality, Poverty, and Mobility",NA,,2019,https://api.osf.io/v2/preprints/6vyr7/contributors/,https://api.osf.io/v2/preprints/6vyr7/bibliographic_contributors/,https://api.osf.io/v2/preprints/6vyr7/citation/,6vyr7,preprints,NA,https://api.osf.io/v2/preprints/6vyr7/identifiers/,NA,https://api.osf.io/v2/preprints/6vyr7/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/6vyr7/files/,https://api.osf.io/v2/files/5d80a4159defac001a19142d/,5d80a4159defac001a19142d,files,https://api.osf.io/v2/preprints/6vyr7/review_actions/,NA,https://api.osf.io/v2/preprints/6vyr7/requests/,https://api.osf.io/v2/preprints/6vyr7/,https://osf.io/preprints/socarxiv/6vyr7/,https://doi.org/10.31235/osf.io/6vyr7,https://doi.org/10.1177/0001699319868524
kpz2r,preprints,2019-09-16T22:00:34.269708,2019-09-17T00:52:22.847011,2019-09-17T00:52:04.344557,2019-09-16T14:00:00,NA,Understanding Culture with a Transnational Population: a Value-Sensitive Approach,"It is widely acknowledged in design that culture is embodied in many aspects of an individual’s identity. Many design methods operationalize this understanding through the use of cultural markers or predefined cultural dimensions. Here, we take a first step to distil the culturally specific values of the Saudi culture. We adopt a bottom-up approach that allows for values to emerge from the data by reflecting on two studies of a transnational population: a form of identity where the choice of cultural values is conscious and deliberate. Despite their different goals, the two studies yield common overarching core cultural values. Using a value-sensitive approach, we propose a process for designers to identify culturally specific values, illustrating this in our context of interest: Saudi culture.",TRUE,FALSE,Cross-cultural design|Culture|Saudi Arabia|Tansnationalism|Value Sensitive Design,2019-09-17T00:52:22.730717,NA,,TRUE,accepted,2019-09-17T00:52:04.344557,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f6c698300375c76d33|5a8c80f6c698300375c76d37|Arts and Humanities|Art and Design|Industrial and Product Design|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,NA,,2019,https://api.osf.io/v2/preprints/kpz2r/contributors/,https://api.osf.io/v2/preprints/kpz2r/bibliographic_contributors/,https://api.osf.io/v2/preprints/kpz2r/citation/,kpz2r,preprints,NA,https://api.osf.io/v2/preprints/kpz2r/identifiers/,NA,https://api.osf.io/v2/preprints/kpz2r/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/kpz2r/files/,https://api.osf.io/v2/files/5d800608fcbf44001c473c76/,5d800608fcbf44001c473c76,files,https://api.osf.io/v2/preprints/kpz2r/review_actions/,NA,https://api.osf.io/v2/preprints/kpz2r/requests/,https://api.osf.io/v2/preprints/kpz2r/,https://osf.io/preprints/socarxiv/kpz2r/,https://doi.org/10.31235/osf.io/kpz2r,NA
8x9qg,preprints,2019-09-16T20:02:45.107934,2020-03-02T18:37:06.254165,2019-09-17T00:50:50.064261,NA,NA,Another Gendered Demographic Dividend? Adjusting to a Future Without Sons,"I argue that sonless families pose a gendered demographic dividend. As fertility declines, families with only daughters are likely to grow. In turn, patriarchal family systems may weaken when many families are unable to engage in patriarchal practices. I examine some of these theorized dynamics in India. Sonless families did grow as fertility declined; the percentage sonless reached 10% in India as a whole in 2015 and approached 20% in states with earlier fertility declines. I also identify a substantial influence of children’s gender on mothers’ expectations of old age support. Using panel data from the India Human Development Survey (IHDS), I compare women’s expectations after they had children to earlier expectations when they did not yet have children. Women with sons kept or further embraced patriarchal expectations that a son would provide support. Sonless mothers largely gave up patriarchal expectations, turning to their daughters or away from children altogether.",TRUE,FALSE,demographic dividend|gender|India,2019-09-17T00:51:02.147041,NA,,TRUE,accepted,2019-09-17T00:50:50.064261,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3e|Social and Behavioral Sciences|Sociology|Population,NA,,2019,https://api.osf.io/v2/preprints/8x9qg/contributors/,https://api.osf.io/v2/preprints/8x9qg/bibliographic_contributors/,https://api.osf.io/v2/preprints/8x9qg/citation/,8x9qg,preprints,NA,https://api.osf.io/v2/preprints/8x9qg/identifiers/,NA,https://api.osf.io/v2/preprints/8x9qg/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/8x9qg/files/,https://api.osf.io/v2/files/5d7fea6dfcbf44001b47ff13/,5d7fea6dfcbf44001b47ff13,files,https://api.osf.io/v2/preprints/8x9qg/review_actions/,NA,https://api.osf.io/v2/preprints/8x9qg/requests/,https://api.osf.io/v2/preprints/8x9qg/,https://osf.io/preprints/socarxiv/8x9qg/,https://doi.org/10.31235/osf.io/8x9qg,NA
8dq5n,preprints,2019-09-16T14:55:35.956369,2019-09-16T19:26:21.892247,2019-09-16T19:26:01.252172,NA,NA,Young Adults’ First Family Formation: Is Family Process Influential?,"This study examines the association between adolescents’ family process, their first union formation (e.g. marriage and cohabitation) and relationship satisfaction of those unions. This research uses event history analysis and data from the National Longitudinal Survey of Youth 1997 of adolescents (n= 4765) to address how the mechanisms of social learning affects timing to union formation and relationship satisfaction. It reveals how entering marriage or cohabitation, and relationship quality for the first unions varies according to family routines, parental monitoring, and parent-adolescent relationships. Additionally, the effects of family process in accordance with life-course stage, and parental divorce are assessed. Findings indicate that experiencing positive family process is associated with higher likelihood of marriage versus cohabitation, and greater relationship satisfaction. In addition, it is more influential in early adulthood, and two biological parents mediate the greater positive influence of family process.",TRUE,FALSE,Cohabitation|Family Process|Marriage|Relationship quality|Transition to adulthood,2019-09-16T19:26:21.876807,NA,,TRUE,accepted,2019-09-16T19:26:01.252172,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3e|Social and Behavioral Sciences|Sociology|Population|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e4c|Social and Behavioral Sciences|Sociology|Family,NA,,2019,https://api.osf.io/v2/preprints/8dq5n/contributors/,https://api.osf.io/v2/preprints/8dq5n/bibliographic_contributors/,https://api.osf.io/v2/preprints/8dq5n/citation/,8dq5n,preprints,NA,https://api.osf.io/v2/preprints/8dq5n/identifiers/,NA,https://api.osf.io/v2/preprints/8dq5n/relationships/node/,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,NA,https://api.osf.io/v2/preprints/8dq5n/files/,https://api.osf.io/v2/files/5d7fa26cfcbf44001c46f582/,5d7fa26cfcbf44001c46f582,files,https://api.osf.io/v2/preprints/8dq5n/review_actions/,NA,https://api.osf.io/v2/preprints/8dq5n/requests/,https://api.osf.io/v2/preprints/8dq5n/,https://osf.io/preprints/socarxiv/8dq5n/,https://doi.org/10.31235/osf.io/8dq5n,NA
