id,type,attributes.date_created,attributes.date_modified,attributes.date_published,attributes.original_publication_date,attributes.doi,attributes.title,attributes.description,attributes.is_published,attributes.is_preprint_orphan,attributes.tags,attributes.preprint_doi_created,attributes.date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,attributes.date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi
bsgk9,preprints,2020-07-25T20:45:36.361636,2020-07-28T04:56:41.887175,2020-07-28T04:56:11.785080,NA,NA,Post-Conflict Memory as Performative Justice,"This article proposes a novel theoretical paradigm of memory as performative justice in post-conflict settings. Large-scale conflicts provoke concerns for justice and make a major impact on collective memories. While memories often play a supportive role in justice processes, they can also arise in reaction to their perceived shortcomings. This is particularly the case when the scope of tragedies, in victims’ views, exceeds the possibilities or traditional justice mechanisms. Memories, hence, arise as a form of justice that has a performative character: they enact justice by virtue of remembering itself.",TRUE,FALSE,conflcits|genocide|Holocaust|justice|mass crimes|performative justice|performative speech acts,2020-07-28T04:56:41.871606,NA,,TRUE,accepted,2020-07-28T04:56:11.785080,FALSE,NA,not_applicable,NA,,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db4|Social and Behavioral Sciences|Political Science|Political Theory|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e42|Social and Behavioral Sciences|Sociology|Peace, War, and Social Conflict",Stipe Odak,2020,https://api.osf.io/v2/preprints/bsgk9/contributors/,https://api.osf.io/v2/preprints/bsgk9/bibliographic_contributors/,https://api.osf.io/v2/preprints/bsgk9/citation/,bsgk9,preprints,https://api.osf.io/v2/preprints/bsgk9/identifiers/,https://api.osf.io/v2/preprints/bsgk9/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/bsgk9/files/,https://api.osf.io/v2/files/5f1c99f432080500b9155097/,5f1c99f432080500b9155097,files,https://api.osf.io/v2/preprints/bsgk9/review_actions/,https://api.osf.io/v2/preprints/bsgk9/requests/,https://api.osf.io/v2/preprints/bsgk9/,https://osf.io/preprints/socarxiv/bsgk9/,https://doi.org/10.31235/osf.io/bsgk9
dcfpq,preprints,2020-07-25T06:46:16.895714,2020-07-26T19:01:04.433814,2020-07-26T19:00:51.737955,2020-07-24T22:00:00,NA,Italianité rhodiote et métissage africain dans Sang mêlé d’Albert Russo,"Etude de la thématique du métissage dans le roman d'Albert Russo, avec une analyse de la présence italienne dans les personnels et le contexte de la fiction, celle-ci étant située dans le Katanga de l'ère coloniale à l'époque de la Seconde guerre mondiale. L'écrivain fait partie des immigrés rhodiotes de nationalité italienne avant la guerre, immigrés ou réfugiés au Congo Belge. Study of the theme of crossbreeding in the novel by Albert Russo, with an analysis of the Italian presence in the personnel and context of the fiction, the latter being situated in Katanga from the colonial era to the time of the Second World War. The writer is one of the pre-war Rhodiot immigrants of Italian nationality, immigrants or refugees in the Belgian Congo.",TRUE,FALSE,Albert Russo|Belgian Congo|Diversity|interbreeding|Katanga|Rhodes Island,2020-07-26T19:01:04.412638,NA,,TRUE,accepted,2020-07-26T19:00:51.737955,FALSE,NA,not_applicable,NA,,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f3c698300375c76c85|5a8c80f3c698300375c76c86|Arts and Humanities|French and Francophone Language and Literature|French and Francophone Literature|5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76ce6|Arts and Humanities|Comparative Literature,,2020,https://api.osf.io/v2/preprints/dcfpq/contributors/,https://api.osf.io/v2/preprints/dcfpq/bibliographic_contributors/,https://api.osf.io/v2/preprints/dcfpq/citation/,dcfpq,preprints,https://api.osf.io/v2/preprints/dcfpq/identifiers/,https://api.osf.io/v2/preprints/dcfpq/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/dcfpq/files/,https://api.osf.io/v2/files/5f1bd5405fdf62009604c4ba/,5f1bd5405fdf62009604c4ba,files,https://api.osf.io/v2/preprints/dcfpq/review_actions/,https://api.osf.io/v2/preprints/dcfpq/requests/,https://api.osf.io/v2/preprints/dcfpq/,https://osf.io/preprints/socarxiv/dcfpq/,https://doi.org/10.31235/osf.io/dcfpq
kpeuq,preprints,2020-07-24T20:02:46.732739,2020-07-25T17:34:51.982437,2020-07-25T17:34:28.738889,NA,NA,A Basic Introduction to Messy Structures and Generative Models,"While networks have been the standard mathematical representation for detailed
arrangements of relations in society, the simplicity of the representation limits what
information can be preserved in the abstraction, and subsequently, what can be
mathematically analyzed. In this paper, we introduce a more rigorous and flexible
abstraction for representing arrangements of relations in society, the Messy Structure.
After introducing the representational form and theoretically justifying it, we introduce
some basic generative procedures for creating Messy Structures with “hierarchical”
properties.",TRUE,FALSE,mathematical sociology|messy structures|network|social network analysis,2020-07-25T17:34:51.960970,NA,,TRUE,accepted,2020-07-25T17:34:28.738889,FALSE,NA,not_applicable,NA,,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e4d|Social and Behavioral Sciences|Sociology|Mathematical Sociology,,2020,https://api.osf.io/v2/preprints/kpeuq/contributors/,https://api.osf.io/v2/preprints/kpeuq/bibliographic_contributors/,https://api.osf.io/v2/preprints/kpeuq/citation/,kpeuq,preprints,https://api.osf.io/v2/preprints/kpeuq/identifiers/,https://api.osf.io/v2/preprints/kpeuq/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/kpeuq/files/,https://api.osf.io/v2/files/5f1b3e693208050090151a75/,5f1b3e693208050090151a75,files,https://api.osf.io/v2/preprints/kpeuq/review_actions/,https://api.osf.io/v2/preprints/kpeuq/requests/,https://api.osf.io/v2/preprints/kpeuq/,https://osf.io/preprints/socarxiv/kpeuq/,https://doi.org/10.31235/osf.io/kpeuq
maq32,preprints,2020-07-24T18:40:53.675666,2020-07-25T17:34:04.646911,2020-07-25T17:33:48.996603,2020-07-24T06:00:00,NA,Cancel Columbus! Patient Zero of the White Supremacist Plague,"Imagine a world 
where every human being 
treats every other human being
like a human being

Why is that so hard to imagine?",TRUE,FALSE,donald trump|ethnicity|genocide|inequality|politics|protest|race|racism|white supremacy,2020-07-25T17:34:04.627762,NA,,TRUE,accepted,2020-07-25T17:33:48.996603,FALSE,NA,not_applicable,NA,,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e23|Social and Behavioral Sciences|Sociology|Human Rights,,2020,https://api.osf.io/v2/preprints/maq32/contributors/,https://api.osf.io/v2/preprints/maq32/bibliographic_contributors/,https://api.osf.io/v2/preprints/maq32/citation/,maq32,preprints,https://api.osf.io/v2/preprints/maq32/identifiers/,https://api.osf.io/v2/preprints/maq32/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/maq32/files/,https://api.osf.io/v2/files/5f1b2b3a5fdf62008004723a/,5f1b2b3a5fdf62008004723a,files,https://api.osf.io/v2/preprints/maq32/review_actions/,https://api.osf.io/v2/preprints/maq32/requests/,https://api.osf.io/v2/preprints/maq32/,https://osf.io/preprints/socarxiv/maq32/,https://doi.org/10.31235/osf.io/maq32
63prm,preprints,2020-07-24T18:08:17.208672,2020-07-25T17:28:05.249429,2020-07-25T17:27:20.857411,NA,NA,Mapping the Middle: Using Text Analysis to Evaluate How World Culture Shapes the Saliency and Framing of  LGBT Issues in Domestic Media Coverage,"Existing scholarship demonstrates that world culture influences a range of domestic outcomes. Such studies, however, rarely discuss clear mechanisms undergirding these processes – resulting in an opaque understanding of how world cultural models shape national publics. To address this gap, I center a commonly theorized mechanism: media visibility. Using text analysis, I evaluate how exposure to world cultural models via pro- and anti-LGBT transnational actors influences the saliency and framing of LGBT coverage using an original dataset of 221,236 LGBT-related newspaper articles from 120 countries between 1991-2017. Findings reveal that as LGBT rights become legitimized on the world stage, this is associated with a generalized increase in the saliency of LGBT issues and a greater portrayal of LGBT issues with a positive, rights-oriented frame. Countries highly embedded within anti-LGBT networks suppress issue coverage but, when it is covered, frame LGBT communities as threats to the family, nation, and children. This study contributes to our understanding of world culture by: 1) mapping out a mechanism by which world culture socializes national audiences; and 2) utilizing a contested issue to highlight how growing illiberalism offers competing interpretations of world cultural models that may either advance rights or validate and animate existing animus.",TRUE,FALSE,Backlash|Culture|Illiberalism|LGBT|Liberalism|Media|Newspapers|Transnational Advocacy Networks|World Culture,2020-07-25T17:28:05.230912,NA,,TRUE,accepted,2020-07-25T17:27:20.857411,FALSE,NA,no,NA,,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e30|Social and Behavioral Sciences|Sociology|Global and Transnational Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e34|Social and Behavioral Sciences|Sociology|Communication, Information Technologies, and Media Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e39|Social and Behavioral Sciences|Sociology|Collective Behavior and Social Movements|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3c|Social and Behavioral Sciences|Sociology|Sociology of Law|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e51|Social and Behavioral Sciences|Sociology|Culture",Kristopher Velasco,2020,https://api.osf.io/v2/preprints/63prm/contributors/,https://api.osf.io/v2/preprints/63prm/bibliographic_contributors/,https://api.osf.io/v2/preprints/63prm/citation/,63prm,preprints,https://api.osf.io/v2/preprints/63prm/identifiers/,https://api.osf.io/v2/preprints/63prm/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/63prm/files/,https://api.osf.io/v2/files/5f1b239b5fdf620080046b88/,5f1b239b5fdf620080046b88,files,https://api.osf.io/v2/preprints/63prm/review_actions/,https://api.osf.io/v2/preprints/63prm/requests/,https://api.osf.io/v2/preprints/63prm/,https://osf.io/preprints/socarxiv/63prm/,https://doi.org/10.31235/osf.io/63prm
3rtje,preprints,2020-07-24T17:58:32.568994,2020-07-27T01:19:25.324104,2020-07-25T17:26:43.848317,NA,NA,"Queering the World Society: Global Norms, Rival Transnational Networks,  and the Contested Case of LGBT Rights","As the world society is increasingly populated by illiberal actors, is it possible the mechanisms once used to explain compliance with liberal normative standards are now influential in explaining defiance to them? I investigate this question by examining how integration into the world society via rival pro- and anti-LGBT networks influences the expansion and contraction of LGBT rights from 1990-2018. Through extensive original data, I use time series, cross-sectional and multinomial models to showcase how global LGBT norms can spur defiance and backlash – not just compliance. Moreover, the relative strength of these rival networks is associated with policy changes in alignment with that networks’ preferences. This study contributes to our understanding of the changing international system by revealing how illiberal actors simultaneously co-opt and subvert the mechanisms built by the liberal world society to advance illiberal outcomes.",TRUE,FALSE,backlash|Global Norms|Illiberalism|LGBT Rights|Liberalism|Transnational Advocacy Networks|World Culture,2020-07-25T17:27:17.895256,NA,,TRUE,accepted,2020-07-25T17:26:43.848317,FALSE,NA,no,NA,,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e23|Social and Behavioral Sciences|Sociology|Human Rights|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e30|Social and Behavioral Sciences|Sociology|Global and Transnational Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e39|Social and Behavioral Sciences|Sociology|Collective Behavior and Social Movements|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3c|Social and Behavioral Sciences|Sociology|Sociology of Law|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e3f|Social and Behavioral Sciences|Sociology|Political Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e51|Social and Behavioral Sciences|Sociology|Culture,Kristopher Velasco,2020,https://api.osf.io/v2/preprints/3rtje/contributors/,https://api.osf.io/v2/preprints/3rtje/bibliographic_contributors/,https://api.osf.io/v2/preprints/3rtje/citation/,3rtje,preprints,https://api.osf.io/v2/preprints/3rtje/identifiers/,https://api.osf.io/v2/preprints/3rtje/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/3rtje/files/,https://api.osf.io/v2/files/5f1b214f61875e007431580f/,5f1b214f61875e007431580f,files,https://api.osf.io/v2/preprints/3rtje/review_actions/,https://api.osf.io/v2/preprints/3rtje/requests/,https://api.osf.io/v2/preprints/3rtje/,https://osf.io/preprints/socarxiv/3rtje/,https://doi.org/10.31235/osf.io/3rtje
m4fgb,preprints,2020-07-24T14:58:33.976250,2020-07-25T17:26:22.451965,2020-07-25T17:26:03.438223,NA,NA,The social organisation of sexual relationships: an exploratory qualitative study,"This study shows how contemporary understandings of relationships are wrought with the legacies of the past, while also being shaped by an increasingly complex, often technologically-mediated, novel social environment. Understanding these shifts in the social organisation of sexual relationships is vital to inform policies, tailor effective interventions to prevent the transmission of STIs, and to improve sexual health communication, services and outcomes. We explored the social organisation of sexual relationships through analysing qualitative data from eleven focus groups conducted in Scotland and England with members of the public and participants recruited from sexual health clinics. Purposive and convenience sampling elicited 57 participants (heterosexual, n=30, aged 18-30 years; men who have sex with men, n=27, aged 18-65 years). An initial thematic analysis was subsequently explored further in terms of its resonance with key constructs from sexual script theory. The study shows how the ways people perceive and talk about their relationships relates to the changing and multi-layered social organisation of relationships. Our findings emphasize how recent, labile, socio-cultural scenarios are shaping fluid and emerging interpersonal and intrapsychic sexual scripts leading to both new uncertainties and opportunities in the ways we relate to each other sexually.",TRUE,FALSE,qualitative study|sexual health|sexual relationships|sexual script theory,2020-07-25T17:26:22.435218,NA,,TRUE,accepted,2020-07-25T17:26:03.438223,FALSE,NA,no,NA,,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|Social and Behavioral Sciences|Sociology,,2020,https://api.osf.io/v2/preprints/m4fgb/contributors/,https://api.osf.io/v2/preprints/m4fgb/bibliographic_contributors/,https://api.osf.io/v2/preprints/m4fgb/citation/,m4fgb,preprints,https://api.osf.io/v2/preprints/m4fgb/identifiers/,https://api.osf.io/v2/preprints/m4fgb/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/m4fgb/files/,https://api.osf.io/v2/files/5f1af71c61875e0060313ed6/,5f1af71c61875e0060313ed6,files,https://api.osf.io/v2/preprints/m4fgb/review_actions/,https://api.osf.io/v2/preprints/m4fgb/requests/,https://api.osf.io/v2/preprints/m4fgb/,https://osf.io/preprints/socarxiv/m4fgb/,https://doi.org/10.31235/osf.io/m4fgb
y37hs,preprints,2020-07-24T14:21:05.419112,2020-07-25T17:25:41.583121,2020-07-25T17:25:16.205517,2020-07-23T22:00:00,NA,Political and Social Consequences of Qualification Mismatches. A bounding approach to status inconsistency,"A significant number of employees work in jobs that do not match their level of formal education. Status inconsistency theory (SIT) argues that mismatches result in stress, political alienation, and social withdrawal. As the number of mismatched workers rises in many countries, status inconsistency may pose a threat to social cohesion and political mod-eration there. However, the existing evidence on the social and political consequences of mismatch is neither conclusive nor convincing. Previous SIT scholarship does not fully appreciate two identification problems: Selection bias and the perfect collinearity among the effects of occupation, education, and mismatch. These issues lead to contradictory conclusions, as different methodological fixes are proposed and employed. I review these methods for their theoretical content and show that they generally do not answer the purported research ques-tion. To address these problems, I build on recent advances in the mod-elling of age, period and cohort effects. My approach is based on rela-tively weak, transparent assumptions that are grounded in sociological theory to partially identify mismatch effects and estimate bounds on effect sizes. The empirical analysis draws on comparable large-scale survey data from the United Kingdom (UKLHS) and Germany (GSOEP). Cross-sectional and panel fixed-effects models show strong mismatch effects on work-related identities, satisfaction, and wages. Contra the SIT hypothesis, I find no evidence that mismatch effects spill over into the political domain. My results suggest that the effects of mismatches do not arise from cognitive dissonance, as theorized by SIT, but from an expectation formation mechanism. Despite large institutional differences, the results are very similar across countries.",TRUE,FALSE,age-period-cohort model|attitudes|mismatch|overeducation|satisfaction|soial stratification|status inconsistency|undereducation,2020-07-25T17:25:41.566422,NA,,TRUE,accepted,2020-07-25T17:25:16.205517,FALSE,NA,no,Data is available through the Research Data Center of the SOEP at the DIW and the UK Data Archive.,,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e38|Social and Behavioral Sciences|Sociology|Organizations, Occupations, and Work",,2020,https://api.osf.io/v2/preprints/y37hs/contributors/,https://api.osf.io/v2/preprints/y37hs/bibliographic_contributors/,https://api.osf.io/v2/preprints/y37hs/citation/,y37hs,preprints,https://api.osf.io/v2/preprints/y37hs/identifiers/,https://api.osf.io/v2/preprints/y37hs/relationships/node/,https://api.osf.io/v2/nodes/32vpy/,32vpy,nodes,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/y37hs/files/,https://api.osf.io/v2/files/5f1aee5761875e00513169c0/,5f1aee5761875e00513169c0,files,https://api.osf.io/v2/preprints/y37hs/review_actions/,https://api.osf.io/v2/preprints/y37hs/requests/,https://api.osf.io/v2/preprints/y37hs/,https://osf.io/preprints/socarxiv/y37hs/,https://doi.org/10.31235/osf.io/y37hs
j2f6u,preprints,2020-07-23T23:47:40.700163,2020-07-25T17:24:01.741753,2020-07-25T17:23:52.173832,NA,NA,Differences Beyond Identity: Perceived Construal Distance and Interparty Animosity in the United States,"What leads people to feel negatively about members of other social groups? While recent work has mostly focused on the strength of group identity, we propose that perceptions of intergroup difference, and the animus they catalyze, are often rooted in beliefs that members of other groups interpret the world in inherently different ways. Drawing on work in the sociology of culture, we define these interpretations---which we refer to as construals---as cognitive associations and develop a theory of multilevel perceived construal distance. We theorize that perceived intergroup construal distance relates to negative outgroup affect, whereas perceptions of construal distance between an outgroup and ""most people"" relates to outgroup dehumanization. We introduce a new method, the Multilevel Construal Elicitation Task (MCET), to tap respondents' multilevel construals and apply it to politically affiliated Americans' perceptions of the concept ""America."" In support of our theory, we demonstrate that antipathy toward members of the opposing party is related to people's perceptions of construal distance, above and beyond their strength of party identity or ideology. Our findings contribute to debates on the causes of increased political polarization in the U.S. and have implications for research on identity, social boundaries, and measuring cultural meaning.",TRUE,FALSE,Affect|Cognition|Identity|Intergroup relations|Political polarization,2020-07-25T17:24:01.719846,NA,,TRUE,accepted,2020-07-25T17:23:52.173832,FALSE,NA,no,Replication package is under preparation,,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|Social and Behavioral Sciences|Sociology,None,2020,https://api.osf.io/v2/preprints/j2f6u/contributors/,https://api.osf.io/v2/preprints/j2f6u/bibliographic_contributors/,https://api.osf.io/v2/preprints/j2f6u/citation/,j2f6u,preprints,https://api.osf.io/v2/preprints/j2f6u/identifiers/,https://api.osf.io/v2/preprints/j2f6u/relationships/node/,https://api.osf.io/v2/nodes/4k7cq/,4k7cq,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/j2f6u/files/,https://api.osf.io/v2/files/5f1a21a132080500271568db/,5f1a21a132080500271568db,files,https://api.osf.io/v2/preprints/j2f6u/review_actions/,https://api.osf.io/v2/preprints/j2f6u/requests/,https://api.osf.io/v2/preprints/j2f6u/,https://osf.io/preprints/socarxiv/j2f6u/,https://doi.org/10.31235/osf.io/j2f6u
8dhby,preprints,2020-07-23T22:45:49.042891,2020-07-26T18:59:25.374189,2020-07-26T18:58:57.447548,2019-11-25T05:00:00,NA,filosofía como puente disciplinar,"La filosofía ha sido vista como una disciplina alejada de las ciencias exactas, fácticas y alejada de los resultados empíricos. Sin embargo, ella es, en su lugar, un cumulo de experiencias humanas que posibilitan el pensamiento y las disertaciones sobre todos los campos del saber. La filosofía, por ende, dialoga, propone, realiza ejercicios dialecticos y críticos en función de la reflexión y el conocimiento. Este artículo explora las áreas por las que ha atravesado la filosofía como punto de reflexión intrínseco y potente. Más que ubicar funciones, se propone mostrar alternativas a los saberes convencionales que han tenido eco en la filosofía, las humanidades y otras disciplinas.",TRUE,FALSE,Filosofía|funsión|Usos,2020-07-26T18:59:25.353503,NA,,TRUE,accepted,2020-07-26T18:58:57.447548,FALSE,NA,not_applicable,NA,,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|Arts and Humanities,N.A,2019,https://api.osf.io/v2/preprints/8dhby/contributors/,https://api.osf.io/v2/preprints/8dhby/bibliographic_contributors/,https://api.osf.io/v2/preprints/8dhby/citation/,8dhby,preprints,https://api.osf.io/v2/preprints/8dhby/identifiers/,https://api.osf.io/v2/preprints/8dhby/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/8dhby/files/,https://api.osf.io/v2/files/5f1a131f5fdf62002f048d5b/,5f1a131f5fdf62002f048d5b,files,https://api.osf.io/v2/preprints/8dhby/review_actions/,https://api.osf.io/v2/preprints/8dhby/requests/,https://api.osf.io/v2/preprints/8dhby/,https://osf.io/preprints/socarxiv/8dhby/,https://doi.org/10.31235/osf.io/8dhby
