id,type,attributes.date_created,attributes.date_modified,attributes.date_published,attributes.original_publication_date,attributes.doi,attributes.title,attributes.description,attributes.is_published,attributes.is_preprint_orphan,attributes.tags,attributes.preprint_doi_created,attributes.date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,attributes.date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.doi,links.preprint_doi
bu2mt,preprints,2019-09-04T12:28:32.080724,2019-09-06T15:32:02.670523,2019-09-06T15:31:35.335477,2019-08-28T23:00:00,10.1007/s12286-019-00429-1,Die Echokammer-Hypothese: Fragmentierung der Öffentlichkeit und politische Polarisierung durch digitale Medien?,"Inwiefern digitale Medien politische Prozesse beeinflussen ist eine intensiv diskutierte Frage inner- und außerhalb der Politikwissenschaft. Besondere Prominenz in dieser Debatte hat dabei die Hypothese sogenannter „Echokammern“ gewonnen, wonach digitale Medien ihre Nutzer darin bestärken, insbesondere solche Nachrichten zu beziehen, deren politische Positionierung sie teilen, und dadurch zu einer gesellschaftlichen Polarisierung beitragen. Während Echokammern in der öffentlichen Debatte zumeist unkritisch als gegeben betrachtet werden, wird das Konzept im wissenschaftlichen Diskurs zunehmend hinterfragt. Als Herausforderungen erweisen sich dabei eine schwache theoretische Aufarbeitung des Phänomens, ein stark zersplittertes Forschungsfeld und eine mangelnde Generalisierbarkeit von Forschungsergebnissen aufgrund des primären Fokus auf den US-amerikanischen Kontext. Der vorliegende Beitrag begegnet diesen Problemstellungen und gibt einen detaillierten Überblick über das Forschungsfeld. Der Literaturüberblick trägt dabei zur theoretischen Erfassung des Untersuchungsgegenstands bei, insbesondere durch eine explizite Differenzierung zwischen Fragmentierung und Polarisierung, und berücksichtigt außerdem länderspezifische Variationen. Insgesamt kommt dieser Überblick zu dem Schluss, dass die im öffentlichen Diskurs geäußerte Furcht vor einer gesamtgesellschaftlichen Fragmentierung durch digitale Medien und einer damit verbundenen politischen Polarisierung empirisch nicht unterstützt wird. So ist aufbauend auf die bisherige Forschung keine Fragmentierung öffentlicher Aufmerksamkeit entlang politischer Präferenzen feststellbar. Auch auf der Wirkungsebene der Polarisierung sprechen die bisherigen Erkenntnisse gegen die vereinfachten Annahmen der Echokammer-Hypothese. Dennoch sind die bisherigen wissenschaftlichen Befunde aufgrund von Limitationen im Datenzugang noch nicht umfassend genug. Der Beitrag verdeutlicht, dass die politische Kommunikationsforschung insbesondere von innovativen, extern validen Designs und komparativer Forschung außerhalb des US-Kontexts profitieren würde.",TRUE,FALSE,,2019-09-06T15:32:02.628550,NA,,TRUE,accepted,2019-09-06T15:31:35.335477,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|Social and Behavioral Sciences|Political Science|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0d|Social and Behavioral Sciences|Communication,,2019,https://api.osf.io/v2/preprints/bu2mt/contributors/,https://api.osf.io/v2/preprints/bu2mt/bibliographic_contributors/,https://api.osf.io/v2/preprints/bu2mt/citation/,bu2mt,preprints,https://api.osf.io/v2/preprints/bu2mt/identifiers/,https://api.osf.io/v2/preprints/bu2mt/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/bu2mt/files/,https://api.osf.io/v2/files/5d6fadfe6f41fc0019319565/,5d6fadfe6f41fc0019319565,files,https://api.osf.io/v2/preprints/bu2mt/review_actions/,https://api.osf.io/v2/preprints/bu2mt/requests/,https://api.osf.io/v2/preprints/bu2mt/,https://osf.io/preprints/socarxiv/bu2mt/,https://doi.org/10.1007/s12286-019-00429-1,https://doi.org/10.31235/osf.io/bu2mt
6stcg,preprints,2019-09-04T10:54:08.419062,2019-09-04T19:55:43.525648,2019-09-04T19:55:29.167966,2019-09-03T21:00:00,NA,Exposure to Crowdfunding Campaigns: What increases the likelihood of donating to a crowdfunding campaign?,"With the advent of Internet technology, the new concept of crowdfunding emerged and became popular within a very short time span. Crowdfunding activity helps to resolve the problem of fund scarcity; especially for small entrepreneurs. Social Media and the Internet are the powerful tools for the effective implementation of crowdfunding. The present research paper is the thorough study on the term crowdfunding. The specific area chosen for the research is the correlation between the exposure of crowdfunding activity and the response of the people to this activity. The hypothesis for the research was that there is a positive correlation between these two phenomena. The extensive research was conducted on the base of two types of information; primary data and secondary data. Some sociology and mass media theories were also analyzed in context of crowdfunding.
According to the findings from literature review and conducted surveys, it is concluded that the hypothesis supports the research question. If proper exposure is given to the crowdfunding campaign, it is effective in generating funds for some social or economic purposes. But a comprehensive research is needed to find out some important facts regarding the topic.",TRUE,FALSE,,2019-09-04T19:55:43.511030,NA,,TRUE,accepted,2019-09-04T19:55:29.167966,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0d|5a8c80f9c698300375c76e0f|Social and Behavioral Sciences|Communication|Communication Technology and New Media,,2019,https://api.osf.io/v2/preprints/6stcg/contributors/,https://api.osf.io/v2/preprints/6stcg/bibliographic_contributors/,https://api.osf.io/v2/preprints/6stcg/citation/,6stcg,preprints,https://api.osf.io/v2/preprints/6stcg/identifiers/,https://api.osf.io/v2/preprints/6stcg/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/6stcg/files/,https://api.osf.io/v2/files/5d6f97d5536cf5001889005b/,5d6f97d5536cf5001889005b,files,https://api.osf.io/v2/preprints/6stcg/review_actions/,https://api.osf.io/v2/preprints/6stcg/requests/,https://api.osf.io/v2/preprints/6stcg/,https://osf.io/preprints/socarxiv/6stcg/,NA,https://doi.org/10.31235/osf.io/6stcg
r4wep,preprints,2019-09-04T10:48:17.417518,2020-09-30T11:47:35.194534,2019-09-04T19:54:41.405248,2019-08-23T03:00:00,NA,Hysteresis and the Welfare Effect of Corrective Policies: Theory and Evidence from an Energy Saving Program,This paper provides stark evidence of hysteresis -- the failure of an effect to reverse itself as its underlying cause is reversed -- in energy demand. We estimate that half of the 23%-reduction in residential electricity use caused by a 9-month-long policy that was imposed on millions of Brazilians has persisted for at least 12 years. We examine the implications of our finding by extending the traditional welfare analysis of corrective policies to allow for hysteresis. Our estimate highlights that failing to take hysteresis into account could severely bias the welfare evaluation of policies aimed at reducing (long-run) energy demand.,TRUE,FALSE,Brazil|corrective policies|electricity demand|energy|energy saving program|hyteresis|welfare analysis,2019-09-04T19:55:02.060022,NA,,TRUE,accepted,2019-09-04T19:54:41.405248,FALSE,NA,no,NA,,no,NA,,,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dce|Social and Behavioral Sciences|Economics|Public Economics|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de6|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Energy Policy|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76df0|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Environmental Policy",,2019,https://api.osf.io/v2/preprints/r4wep/contributors/,https://api.osf.io/v2/preprints/r4wep/bibliographic_contributors/,https://api.osf.io/v2/preprints/r4wep/citation/,r4wep,preprints,https://api.osf.io/v2/preprints/r4wep/identifiers/,https://api.osf.io/v2/preprints/r4wep/relationships/node/,https://api.osf.io/v2/nodes/awmhr/,awmhr,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/r4wep/files/,https://api.osf.io/v2/files/5d6f96796f41fc001c33adf3/,5d6f96796f41fc001c33adf3,files,https://api.osf.io/v2/preprints/r4wep/review_actions/,https://api.osf.io/v2/preprints/r4wep/requests/,https://api.osf.io/v2/preprints/r4wep/,https://osf.io/preprints/socarxiv/r4wep/,NA,https://doi.org/10.31235/osf.io/r4wep
v3sf2,preprints,2019-09-03T22:31:27.090534,2019-09-04T02:33:45.359863,2019-09-04T02:33:31.482407,NA,10.24093/awejtls/vol3no3.18,"Drama to Instruct and Entertain: Literature and Performance for EFL students, EFL Dramatists and EFL Directors (Drama Instructors): Curriculum and Extra -curricular Activities","While acting has always been a concern for dramatists and performers  since the Greeks and Romans, it nevertheless plays and assumes more prominent  roles up to the present day; for the dramatists and players, it is a play to write and to be performed on a stage; for students it is a play to read as literature and it becomes a text to analyze for academic evaluation—testing. This article argues that English as a foreign language (EFL) students, EFL dramatists and EFL directors can pair up to make English language learning, and teaching through drama an enjoyable learning experience. The process requires EFL dramatists to write topics related to students' culture, and curriculum designers should set clear goals to strengthen these aspects. By the same token students should feel drama as a vehicle of education for language learning. Thus, their potential for learning expands beyond their class or lecture to the extent that they look up at theatre as a venue of self - learning the natural way. The paper would then recommend a one-act play to read and perform, inserted in the curriculum of teaching English as a means of learning and performing. Ultimately, students prospects be achieved following the measures proposed in the paper.",TRUE,FALSE,,2019-09-04T02:33:45.238064,NA,,TRUE,accepted,2019-09-04T02:33:31.482407,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/v3sf2/contributors/,https://api.osf.io/v2/preprints/v3sf2/bibliographic_contributors/,https://api.osf.io/v2/preprints/v3sf2/citation/,v3sf2,preprints,https://api.osf.io/v2/preprints/v3sf2/identifiers/,https://api.osf.io/v2/preprints/v3sf2/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/v3sf2/files/,https://api.osf.io/v2/files/5d6ee9c3536cf5001a8d12a4/,5d6ee9c3536cf5001a8d12a4,files,https://api.osf.io/v2/preprints/v3sf2/review_actions/,https://api.osf.io/v2/preprints/v3sf2/requests/,https://api.osf.io/v2/preprints/v3sf2/,https://osf.io/preprints/socarxiv/v3sf2/,https://doi.org/10.24093/awejtls/vol3no3.18,https://doi.org/10.31235/osf.io/v3sf2
qvrux,preprints,2019-09-03T22:28:15.945130,2019-09-04T02:34:22.458916,2019-09-04T02:33:59.900921,NA,10.24093/awejtls/vol3no3.17,Gossiping in Hawthorne’s The Scarlet Letter (1850),"This study deals with gossiping as a  complex speech act carried out through multiple participants. It can include many speech acts and can fit into various speech act categories. Thus, this study aims at (1) investigating the most common speech acts used – in order to issue   gossiping, (2) figuring out the most common types of presupposition of gossiping, and (3) identifying the functions of gossiping. To achieve these aims, it is hypothesized that: (1) stating and telling are the most common speech acts used in issuing gossiping, (2) factive presupposition is the most common type used in issuing gossiping, and (3) information, intimacy, and entertainment are the functions of gossiping. Then, to achieve the aims of the study and test its hypotheses, the following procedures are adopted: (1) presenting a theoretical background of gossiping, and (2) analyzing the data of the study according to a model developed by the study. The findings of such analysis come up with employing different kinds of speech acts in triggering the gossip, on the part of the gossiper, such as: telling (0.4%), stating (0.4%), and criticizing (0.2%). As for presupposition, it is the only strategy that is employed by the gossipers to trigger gossip in all of the ten excerpts. Depending on the analysis of the data of the study, the following conclusions are introduced: (1) Gossiping is an activity that is concerned with the affairs of a third party. (2) The speech acts of telling, stating, and criticizing are employed to trigger gossip. (3) Telling and stating, as pragmatic strategies, are connected with serving the function of conveying information.",TRUE,FALSE,Gossip|pragmatic strategies|presupposition|speech acts|The Scarlet Letter,2019-09-04T02:34:22.433017,NA,,TRUE,accepted,2019-09-04T02:33:59.900921,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/qvrux/contributors/,https://api.osf.io/v2/preprints/qvrux/bibliographic_contributors/,https://api.osf.io/v2/preprints/qvrux/citation/,qvrux,preprints,https://api.osf.io/v2/preprints/qvrux/identifiers/,https://api.osf.io/v2/preprints/qvrux/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/qvrux/files/,https://api.osf.io/v2/files/5d6ee90580f9b5001666e2bc/,5d6ee90580f9b5001666e2bc,files,https://api.osf.io/v2/preprints/qvrux/review_actions/,https://api.osf.io/v2/preprints/qvrux/requests/,https://api.osf.io/v2/preprints/qvrux/,https://osf.io/preprints/socarxiv/qvrux/,https://doi.org/10.24093/awejtls/vol3no3.17,https://doi.org/10.31235/osf.io/qvrux
74xqd,preprints,2019-09-03T22:25:26.130201,2019-09-04T02:34:43.520639,2019-09-04T02:34:24.764628,NA,10.24093/awejtls/vol3no3.16,The Unavoidable Suffering in Selected Literary Texts: Poems and Novels,"The unavoidable suffering is an outstanding theme which has its impact to almost all literary texts. Typically, unavoidable suffering is the supreme touchstone in life and literature. Poets used its presence incessantly. They are always conscious of its inevitability. Investigation of this theme gives the reader a panoramic view of vital issues that are unusually linked to some extent with suffering; such as religion, God, nature, love and immortality. In the poems discussed in this study, unavoidable suffering reflects the effect of modern psychology has had upon both literature and literary criticism. The main reflection of suffering which is implied in the characters presented reveal the very contradictions, absurdities and complexities of our life. The poets and novelists chosen in this paper portray suffering, as “an abstract force, in an attempt to come to terms with it as well as to fathom it.” (Gurra, 2019, p.5) In the inexorable quest to comprehend it, poets do not offer a final view of suffering because it remains for them the great unknown mystery. This paper, however, is an attempt to meticulously examine and critically analyze the images of suffering in minor characters presented in selected poems. The selected poems are of Robinson Jeffers, Allen Ginsberg, and Maya Angelou. The characters selected from different novels are minor ones. Characters like: Roger Chiilingworth from The Scarlet Letter (1850), Walter Morel from Sons and Lovers (1913), Zeena Frome from Ethan Frome (1911), and Rezia Warren Smith from Mrs. Dalloway (1925). Different kinds of suffering are disscussed in order to gain a better understanding of the writers’ perception of unavoidable suffering as well as to understand the western philosophy of it.",TRUE,FALSE,,2019-09-04T02:34:43.366647,NA,,TRUE,accepted,2019-09-04T02:34:24.764628,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/74xqd/contributors/,https://api.osf.io/v2/preprints/74xqd/bibliographic_contributors/,https://api.osf.io/v2/preprints/74xqd/citation/,74xqd,preprints,https://api.osf.io/v2/preprints/74xqd/identifiers/,https://api.osf.io/v2/preprints/74xqd/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/74xqd/files/,https://api.osf.io/v2/files/5d6ee85a6f41fc001c332940/,5d6ee85a6f41fc001c332940,files,https://api.osf.io/v2/preprints/74xqd/review_actions/,https://api.osf.io/v2/preprints/74xqd/requests/,https://api.osf.io/v2/preprints/74xqd/,https://osf.io/preprints/socarxiv/74xqd/,https://doi.org/10.24093/awejtls/vol3no3.16,https://doi.org/10.31235/osf.io/74xqd
quh7t,preprints,2019-09-03T22:22:28.826151,2019-09-04T02:35:24.007546,2019-09-04T02:34:59.520646,NA,10.24093/awejtls/vol3no3.15,Understanding the Strategies Used to Translate Colloquial Egyptian Humour: A Study of Khaled Al Khamissi’s Taxi (2006),"Translators face immense challenges translating humor in a way that does not lose the essence of the original text. These difficulties are especially notable in translations between languages as disparate as Arabic and English, as they come from different language families. The present study aims to understand the strategies required for translating colloquial Egyptian humor into English and highlights the issues involved in the process of this translation. For this purpose, the study selected the book Taxi by Khaled Al Khamissi, as it is composed of 58 fictional monologues of taxi drivers in Cairo. The study highlights the challenges faced in translating colloquial Egyptian humor, along with the cultural differences that hinder its translation. The results show that translation is a major hurdle for culture-based and word-based humor because of cultural and linguistic differences; miscommunication and failure to translate humorous intent are due to lack of knowledge of the source culture. The impact of the humor is not transferred to the target text because a literal translation of word-based humour is not possible. A combination of procedures is used to transfer a humorous effect when translating culture-based humor. The study concludes that universal humour is easier to translate than culture-based humour, as the translator is familiar with the concepts involved.",TRUE,FALSE,colloquial language|Egyptian humor|Khaled Al Khamissi’s Taxi|translation strategies,2019-09-04T02:35:23.773335,NA,,TRUE,accepted,2019-09-04T02:34:59.520646,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/quh7t/contributors/,https://api.osf.io/v2/preprints/quh7t/bibliographic_contributors/,https://api.osf.io/v2/preprints/quh7t/citation/,quh7t,preprints,https://api.osf.io/v2/preprints/quh7t/identifiers/,https://api.osf.io/v2/preprints/quh7t/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/quh7t/files/,https://api.osf.io/v2/files/5d6ee7a8536cf5001a8d10aa/,5d6ee7a8536cf5001a8d10aa,files,https://api.osf.io/v2/preprints/quh7t/review_actions/,https://api.osf.io/v2/preprints/quh7t/requests/,https://api.osf.io/v2/preprints/quh7t/,https://osf.io/preprints/socarxiv/quh7t/,https://doi.org/10.24093/awejtls/vol3no3.15,https://doi.org/10.31235/osf.io/quh7t
k23m4,preprints,2019-09-03T22:18:58.125183,2019-09-04T02:35:44.502177,2019-09-04T02:35:24.599529,NA,10.24093/awejtls/vol3no3.14,A Literary Voyage into the Unconscious: A Philosophical Approach to the Psychological Novel in Woolf’s Mrs. Dalloway (1925),"The present paper attempts to reawaken the avant-gardism of the literary Stream of Consciousness; a twentieth-century psychological concept that has been accommodated into fictional exertion through the Interior Monologue. The first practitioners of this technique and mode of narrative reportedness are Virginia Woolf, Dorothy Richardson, and James Joyce, all of whom are modernist fictional writers who engaged with what previous novelists of the nineteenth century failed to engage with. Woolf observed - in a lecture given to the Cambridge Heretics Society in May 1924 - that: “no generation since the world began has known quite so much about character as our generation”. Woolf’s fiction tends to be psychological, for she experiments with the working of the psyche of her characters and the permanence of the past in the present beyond the reach of realism. Her fiction treats the complex networks of emotions and memories of which the character is the center of the narrative. This paper accordingly, addresses the philosophical background of the Stream of Consciousness and its use within fictional exertion and how the latter is deployed in Woolf’s Mrs. Dalloway (1925) to show and uncover the anxieties vis-à-vis her thanatophobia, not only this, but also to express the anxieties of the Great War and the disillusionment towards the modern enterprise.",TRUE,FALSE,,2019-09-04T02:35:44.287166,NA,,TRUE,accepted,2019-09-04T02:35:24.599529,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/k23m4/contributors/,https://api.osf.io/v2/preprints/k23m4/bibliographic_contributors/,https://api.osf.io/v2/preprints/k23m4/citation/,k23m4,preprints,https://api.osf.io/v2/preprints/k23m4/identifiers/,https://api.osf.io/v2/preprints/k23m4/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/k23m4/files/,https://api.osf.io/v2/files/5d6ee6d66f41fc001b35c5b4/,5d6ee6d66f41fc001b35c5b4,files,https://api.osf.io/v2/preprints/k23m4/review_actions/,https://api.osf.io/v2/preprints/k23m4/requests/,https://api.osf.io/v2/preprints/k23m4/,https://osf.io/preprints/socarxiv/k23m4/,https://doi.org/10.24093/awejtls/vol3no3.14,https://doi.org/10.31235/osf.io/k23m4
d8j7v,preprints,2019-09-03T22:15:31.275713,2019-09-04T02:36:02.567373,2019-09-04T02:35:46.106606,NA,10.24093/awejtls/vol3no3.13,Identity Malaise of Exiled characters in Ethnic Fiction Case study:  Mohja Kahf’s The Girl in the Tangerine Scarf (2006),This paper presents a critical study of how a contemporary ethnic writer presents exile cases and counter-hegemonic discourses throughout it as regards to notions of belonging and identity. The process of identity-making is discussed through an examination of the protagonist’s development in The Girl in the Tangerine Scarf (2006). This study focuses on how the protagonist constructs a new meaning of exile that challenges previous conventions and seeks to recuperate the sense of pride in cultural difference. It also attempts to highlight how this literary work is a counter-narrative regarding the cultural practices that hitherto have been regarded as archaic; backward; and yet fit to adapt the new changes of the Western World.,TRUE,FALSE,belonging|dislocation|ethnic fiction|exile|home|identity|Mohja Kahf,2019-09-04T02:36:02.486998,NA,,TRUE,accepted,2019-09-04T02:35:46.106606,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/d8j7v/contributors/,https://api.osf.io/v2/preprints/d8j7v/bibliographic_contributors/,https://api.osf.io/v2/preprints/d8j7v/citation/,d8j7v,preprints,https://api.osf.io/v2/preprints/d8j7v/identifiers/,https://api.osf.io/v2/preprints/d8j7v/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/d8j7v/files/,https://api.osf.io/v2/files/5d6ee609536cf50019897c42/,5d6ee609536cf50019897c42,files,https://api.osf.io/v2/preprints/d8j7v/review_actions/,https://api.osf.io/v2/preprints/d8j7v/requests/,https://api.osf.io/v2/preprints/d8j7v/,https://osf.io/preprints/socarxiv/d8j7v/,https://doi.org/10.24093/awejtls/vol3no3.13,https://doi.org/10.31235/osf.io/d8j7v
8w3s6,preprints,2019-09-03T22:12:35.525639,2019-09-04T02:36:22.812588,2019-09-04T02:36:10.155368,NA,10.24093/awejtls/vol3no3.12,Domesticating the Text: Collocation Patterns and their Significance in the Translated Text,"This paper is an attempt to examine, through examples, the significance of collocation patterns for the translated text. To prove this, a corpus is collected from two translated articles in National Geographic magazine, Arabic version and their English counterparts. The given examples show that a great abundance of collocations patterns surfaced in the Arabic target texts (TT). The results obtained are used to argue that these patterns have cohesive, coherent, and aesthetic functions in the target text. To produce a translation that can read as much fluently and naturally as possible, professional translators work painstakingly to domesticate the source text as the magazine, in its Arabic version, is targeting different readership and culture. To accomplish their task, translators draw on their language competence especially 'collocation competence' as a domesticating strategy.",TRUE,FALSE,Arabic collocations|collocations patterns|domesticating strategy.|English collocations|fluency|naturalness,2019-09-04T02:36:22.704621,NA,,TRUE,accepted,2019-09-04T02:36:10.155368,NA,NA,NA,NA,,NA,NA,,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,,2019,https://api.osf.io/v2/preprints/8w3s6/contributors/,https://api.osf.io/v2/preprints/8w3s6/bibliographic_contributors/,https://api.osf.io/v2/preprints/8w3s6/citation/,8w3s6,preprints,https://api.osf.io/v2/preprints/8w3s6/identifiers/,https://api.osf.io/v2/preprints/8w3s6/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/8w3s6/files/,https://api.osf.io/v2/files/5d6ee55780f9b5001666dfff/,5d6ee55780f9b5001666dfff,files,https://api.osf.io/v2/preprints/8w3s6/review_actions/,https://api.osf.io/v2/preprints/8w3s6/requests/,https://api.osf.io/v2/preprints/8w3s6/,https://osf.io/preprints/socarxiv/8w3s6/,https://doi.org/10.24093/awejtls/vol3no3.12,https://doi.org/10.31235/osf.io/8w3s6
