id,type,attributes.date_created,attributes.date_modified,attributes.date_published,attributes.original_publication_date,attributes.doi,attributes.title,attributes.description,attributes.is_published,attributes.is_preprint_orphan,attributes.tags,attributes.preprint_doi_created,attributes.date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,attributes.date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.related.href,relationships.node.links.self.href,relationships.node.data.id,relationships.node.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,links.self,links.html,links.preprint_doi,links.doi
jqeqw,preprints,2016-11-01T13:52:13.473000,2018-07-02T10:51:06.285972,2016-11-01T13:52:13.473000,NA,NA,Assessment of biowaste losses through unsound waste management practices in rural areas and the role of home composting,"The paper examines the biowaste management issues across rural areas of
Romania in the context of poor waste management infrastructure in the last
decade (2003-2012). Biowaste is the main fraction of municipal waste, thus
a proper management is a key challenge in order to sustain a bioeconomy in
the near future. The amount of biowaste generated and uncollected by waste
operators is generally uncontrolled disposed if not recovered through home
composting. The paper points out the role of home composting in diverting
the biowaste from wild dumps and landfills for the regions covered or not
by waste collection services. Home composting and the biowaste losses are
further assessed based on several scenarios (worse-case, pessimistic,
realistic, optimistic) where the net loads of greenhouse gasses (GHG) are
calculated at national and regional levels. The transition of home
composting techniques, from open piles to plastic bins with respect to
standard guidelines will improve the home composting performance in terms
of compost quality and net GHG’s savings, supporting a bio-based economy
which will lead towards a sustainable rural development. Regional
disparities are revealed across Romanian counties and the paper opens new
research perspectives regarding which options should be adopted by counties
and rural municipalities in the biowaste management process.",TRUE,FALSE,engrxiv|environment|Preprint|socarxiv|waste management,2018-07-02T10:51:06.275962,NA,,TRUE,accepted,2016-11-01T13:52:13.473000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/jqeqw/contributors/,https://api.osf.io/v2/preprints/jqeqw/bibliographic_contributors/,https://api.osf.io/v2/preprints/jqeqw/citation/,jqeqw,preprints,https://api.osf.io/v2/preprints/jqeqw/identifiers/,https://api.osf.io/v2/nodes/ke7gb/,https://api.osf.io/v2/preprints/jqeqw/relationships/node/,ke7gb,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/jqeqw/files/,https://api.osf.io/v2/files/58189e0f9ad5a101ee048efc/,58189e0f9ad5a101ee048efc,files,https://api.osf.io/v2/preprints/jqeqw/review_actions/,https://api.osf.io/v2/preprints/jqeqw/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/jqeqw/,https://osf.io/preprints/socarxiv/jqeqw/,https://doi.org/10.31235/osf.io/jqeqw,NA
vykkz,preprints,2016-11-01T09:47:27.001000,2018-09-18T07:34:43.034915,2016-11-01T09:47:27.001000,NA,10.1093/esr/jcy042,Social Mobility and Perceived Discrimination: Adding an Intergenerational Perspective,"This article adds an intergenerational perspective to the study of perceived ethnic discrimination. It proposes the conjecture that perceived discrimination tends to increase with parental education, particularly among those children of immigrants who have attained only mediocre levels of education themselves. I discuss that this conjecture may be developed as an argument that comes in two versions: a narrow version about explicit downward (intergenerational) mobility and a wide version about unfulfilled mobility aspirations more generally. Analyses based on the six-country comparative EURISLAM survey sup-port the argument: parental education positively predicts perceived discrimination in general, but among the less educated this relation is most pronounced whereas it is absent among those with tertiary education. A replication and falsification test based on the German IAB-SOEP Migration Sample reconfirms the main finding and provides further original pieces of evidence. The analyses suggest processes associated with unfulfilled mobility aspirations as the more plausible underlying reason.",TRUE,FALSE,Discrimination|Immigrant Assimilation|Immigrant Integration|Immigrant Optimism|Immigrant Paradox|Immigration|Integration Paradox|Inter-Ethnic Relations|Migration|Preprint|SocArXiv,2018-07-02T10:53:45.980646,NA,,TRUE,accepted,2016-11-01T09:47:27.001000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f2c698300375c76c7d|5a8c80f4c698300375c76cac|Arts and Humanities|Religion|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de0|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Social Policy|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e35|Social and Behavioral Sciences|Sociology|Inequality, Poverty, and Mobility|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e44|Social and Behavioral Sciences|Sociology|Race, Gender, and Class",,2017,https://api.osf.io/v2/preprints/vykkz/contributors/,https://api.osf.io/v2/preprints/vykkz/bibliographic_contributors/,https://api.osf.io/v2/preprints/vykkz/citation/,vykkz,preprints,https://api.osf.io/v2/preprints/vykkz/identifiers/,https://api.osf.io/v2/nodes/8kynt/,https://api.osf.io/v2/preprints/vykkz/relationships/node/,8kynt,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/vykkz/files/,https://api.osf.io/v2/files/58186319594d9001f0cf1987/,58186319594d9001f0cf1987,files,https://api.osf.io/v2/preprints/vykkz/review_actions/,https://api.osf.io/v2/preprints/vykkz/requests/,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/preprints/vykkz/,https://osf.io/preprints/socarxiv/vykkz/,https://doi.org/10.31235/osf.io/vykkz,https://doi.org/10.1093/esr/jcy042
sjb2a,preprints,2016-10-31T17:46:20.925000,2018-07-02T10:52:08.395471,2016-10-31T17:46:20.925000,NA,NA,From Economic to Social Regulation: How the Deregulatory Moment Strengthened Economists’ Policy Position,"The deregulatory moment of the late 1970s increased the policy influence of economics in the United States by linking the efforts of two distinct communities of economists: a systems analytic group and an industrial organization (I/O) group. The systems analytic group, which used cost-benefit analysis to improve government decision-making, had considerable success in the 1960s and helped create offices of economists throughout the executive branch, but was losing momentum by 1970. The I/O group was, by the mid-1970s, working from the White House to reduce economic regulation—eliminating price and entry controls across a range of industries—but its ability to act was limited. After 1975, the I/O group increasingly focused on social regulation—rules meant to improve health, environmental, or safety conditions—and pushed for cost-benefit/cost-effectiveness analysis of such regulations. In the process, its efforts became linked with the legacy of systems analysis, leading to legal requirements for cost-benefit analysis of regulation and the expansion of executive-branch offices oriented toward economics—changes which opened doors to the future exchange of ideas between academia and the policy domain.",TRUE,FALSE,1970s|deregulation|economics|history|policy|Preprint|socarxiv,2018-07-02T10:52:08.384245,NA,,TRUE,accepted,2016-10-31T17:46:20.925000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de0|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Social Policy|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e28|Social and Behavioral Sciences|Sociology|Rationality and Society|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e37|Social and Behavioral Sciences|Sociology|Theory|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e40|Social and Behavioral Sciences|Sociology|Science, Knowledge, and Technology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e4a|Social and Behavioral Sciences|Sociology|Marxist Sociology",,NA,https://api.osf.io/v2/preprints/sjb2a/contributors/,https://api.osf.io/v2/preprints/sjb2a/bibliographic_contributors/,https://api.osf.io/v2/preprints/sjb2a/citation/,sjb2a,preprints,https://api.osf.io/v2/preprints/sjb2a/identifiers/,https://api.osf.io/v2/nodes/7rztm/,https://api.osf.io/v2/preprints/sjb2a/relationships/node/,7rztm,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/sjb2a/files/,https://api.osf.io/v2/files/58178037594d9001ee357d08/,58178037594d9001ee357d08,files,https://api.osf.io/v2/preprints/sjb2a/review_actions/,https://api.osf.io/v2/preprints/sjb2a/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/sjb2a/,https://osf.io/preprints/socarxiv/sjb2a/,https://doi.org/10.31235/osf.io/sjb2a,NA
zuk87,preprints,2016-10-27T15:25:45.603000,2018-07-02T10:55:07.182064,2016-10-27T15:25:45.603000,NA,NA,Estimating age- and sex-specific mortality rates for small areas with TOPALS regression: an application to Brazil in 2010,"High sampling variability in recorded vital events creates serious 
problems for small-area mortality estimation. Many existing approaches 
to fitting local mortality schedules, including those most often used in 
Brazil, estimate rates by making rigid mathematical assumptions about 
local age patterns. Such methods assume that all areas within a larger 
area (for example, microregions within a mesoregion) have 
identically-shaped log mortality schedules by age. We propose a more 
flexible statistical estimation method that combines Poisson regression 
with the TOPALS relational model (DE BEER, 2012). We use the new method 
to estimate age-specific mortality rates in Brazilian small areas 
(states, mesoregions, microregions, and municípios) in 2010. Results for 
Minas Gerais show notable differences in the age patterns of mortality 
between adjacent small areas, demonstrating the advantages of using a 
flexible functional form in regression models.",TRUE,FALSE,Preprint|socarxiv,2018-07-02T10:55:07.164031,NA,,TRUE,accepted,2016-10-27T15:25:45.603000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/zuk87/contributors/,https://api.osf.io/v2/preprints/zuk87/bibliographic_contributors/,https://api.osf.io/v2/preprints/zuk87/citation/,zuk87,preprints,https://api.osf.io/v2/preprints/zuk87/identifiers/,https://api.osf.io/v2/nodes/nrqw4/,https://api.osf.io/v2/preprints/zuk87/relationships/node/,nrqw4,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/zuk87/files/,https://api.osf.io/v2/files/58121c7db83f6901e242c241/,58121c7db83f6901e242c241,files,https://api.osf.io/v2/preprints/zuk87/review_actions/,https://api.osf.io/v2/preprints/zuk87/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/zuk87/,https://osf.io/preprints/socarxiv/zuk87/,https://doi.org/10.31235/osf.io/zuk87,NA
rchxm,preprints,2016-10-26T02:49:41.614000,2018-07-02T10:52:05.024899,2016-10-26T02:49:41.614000,NA,NA,Can Extracurricular Activities Reduce Adolescent Race/Ethnic Friendship Network Segregation?,"Racial/ethnic friendship segregation among adolescents has negative consequences throughout the life course. Extracurricular activities (ECAs) within high schools offer the capacity to bring diverse adolescents together and promote friendships that reduce outgroup prejudices. Despite their promise, only a few researchers have tested the effects of ECAs on racial/ethnic friendship segregation. We consider two prominent theories that offer insight into the processes by which ECAs might affect intergroup friendship. It is important that we consider these theories in conjunction as they make diverging predictions regarding the effect of ECAs on racial/ethnic friendship segregation. Focus theory contends that activities attract relatively homogenous subsets of the student body, thereby promoting friendship homophily (e.g., racial friendship segregation). By contrast, intergroup contact theory suggests ECAs can decrease homophily by offering opportunities for familiarization and engagement with peers who are dissimilar. In this chapter, we examine these seemingly contradictory processes and explain how, in fact, they can occur in tandem. At the macro level, ECAs can promote homophily by homogenizing the pool of available friends, whereas at the micro level, ECAs can decrease the relative salience of attributes such as race/ethnicity during friend selection. Our analysis uses data on friendships and participation in 30 ECAs from 108 schools in the National Longitudinal Study of Adolescent Health. We found that around 60% of the ECAs were more homogenous than the broader school context in which they are embedded, with systematic differences by activity type. With a few notable exceptions, ECAs did not predict preferences for homophily. But, ECAs did predict the frequency of cross-group friendships, and thus, may provide many of the desired benefits of integration despite not producing short-term changes in friendship preferences. We conclude with a discussion of the theoretical, methodological, and policy implications of these findings.",TRUE,FALSE,adolescents|extracurricular activities|Preprint|socarxiv|social networks,2018-07-02T10:52:05.016147,NA,,TRUE,accepted,2016-10-26T02:49:41.614000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/rchxm/contributors/,https://api.osf.io/v2/preprints/rchxm/bibliographic_contributors/,https://api.osf.io/v2/preprints/rchxm/citation/,rchxm,preprints,https://api.osf.io/v2/preprints/rchxm/identifiers/,https://api.osf.io/v2/nodes/p7ege/,https://api.osf.io/v2/preprints/rchxm/relationships/node/,p7ege,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/rchxm/files/,https://api.osf.io/v2/files/581019c7594d9001e53fbda8/,581019c7594d9001e53fbda8,files,https://api.osf.io/v2/preprints/rchxm/review_actions/,https://api.osf.io/v2/preprints/rchxm/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/rchxm/,https://osf.io/preprints/socarxiv/rchxm/,https://doi.org/10.31235/osf.io/rchxm,NA
zxrpa,preprints,2016-10-24T08:30:23.884000,2018-07-02T10:55:07.843931,2016-10-24T08:30:23.884000,NA,NA,Vidéoformation « orientée-activité » : quelles utilisations pour quels effets sur les enseignants ?,"L’émergence relativement récente des entrées « analyse de l’activité » 
dans le champ de la formation des enseignants a contribué à relancer et 
renouveler la conception et l’utilisation de dispositifs vidéo (Leblanc 
& Veyrunes, 2012). Parmi eux, la plateforme Néopass@ction propose 
notamment des ressources basées sur une modélisation des transformations 
de l’activité des enseignants débutants visant à aider les formés à 
analyser des situations de classe réelles et fréquemment rencontrées. En 
favorisant de cette manière l’instruction de problèmes typiques de 
l’entrée dans le métier, les concepteurs postulent que les formés 
peuvent transformer leur propre activité en classe. En outre, un 
programme de recherche en analyse de l’activité vise à déterminer quels 
sont les effets réels de ce type de vidéoformation (Ria & Leblanc, 2011 
; Flandin & Ria, 2014a). Cet article se propose d’en synthétiser et 
comparer les résultats selon trois axes analytiques : a) la « mise en 
relation » de l’activité visionnée par le formé avec sa propre activité 
de travail ; b) les processus de transformation de cette activité et c) 
les conditions technologiques les favorisant. Ces résultats nous 
permettent de proposer ensuite un méta-modèle plus générique des apports 
du « voir » pour le « faire », s’appuyant sur les dimensions 
anthropologiques et technologiques de l’activité humaine médiatisée. 
Cette dernière partie discute les conditions à mettre en œuvre en 
vidéoformation pour contribuer à des transformations majorantes de 
l’activité des enseignants.",TRUE,FALSE,Preprint|socarxiv,2018-07-02T10:55:07.824661,NA,,TRUE,accepted,2016-10-24T08:30:23.884000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/zxrpa/contributors/,https://api.osf.io/v2/preprints/zxrpa/bibliographic_contributors/,https://api.osf.io/v2/preprints/zxrpa/citation/,zxrpa,preprints,https://api.osf.io/v2/preprints/zxrpa/identifiers/,https://api.osf.io/v2/nodes/w6wn5/,https://api.osf.io/v2/preprints/zxrpa/relationships/node/,w6wn5,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/zxrpa/files/,https://api.osf.io/v2/files/580dc6a16c613b01e5dd3cc9/,580dc6a16c613b01e5dd3cc9,files,https://api.osf.io/v2/preprints/zxrpa/review_actions/,https://api.osf.io/v2/preprints/zxrpa/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/zxrpa/,https://osf.io/preprints/socarxiv/zxrpa/,https://doi.org/10.31235/osf.io/zxrpa,NA
na5gz,preprints,2016-10-24T08:24:22.897000,2018-07-02T10:51:44.320046,2016-10-24T08:24:22.897000,NA,NA,À quoi s’intéressent les enseignants dans les exemples en formation ? Étude de l’utilisation par des stagiaires de ressources basées sur la vidéo,"Cet article rend compte d’une étude de cas en vidéoformation des 
enseignants. Considérant le fait que l’exemplification vidéo est une 
pratique en plein essor bien qu’il y ait peu de consensus dans la 
littérature concernant sa scénarisation pédagogique, il paraît pertinent 
de s’intéresser à l’activité déployée par les enseignants dans les 
dispositifs afin d’en identifier les caractéristiques prometteuses 
(nature des exemples, types d’association entre eux, modes de 
documentation, organisation et scénarisation, etc.). Menée dans la 
théorie sémiologique du cours d’action (Theureau, 2006), notre étude a 
consisté à confronter six stagiaires, durant deux sessions de 45 
minutes, à un dispositif numérique basé sur une pédagogie des 
trajectoires professionnelles typiques (Durand, 2014 ; Ria & Leblanc, 
2011). L’objectif était de mieux comprendre leur utilisation des 
exemplifications vidéos et les significations qu’elle fait émerger. Les 
résultats indiquent que les enseignants stagiaires ciblent 
préférentiellement les ressources relatives aux « règles économiques » ; 
privilégient les situations de classe, toujours consultées ; 
s’intéressent particulièrement (même s’ils sont parfois déçus) aux 
témoignages d’experts ; manifestent initialement une défiance envers les 
ressources perçues a priori comme théoriques ; s’intéressent 
progressivement à ces ressources lors de la seconde session. Les 
résultats sont discutés dans une perspective de conception de 
dispositifs de vidéoformation des enseignants.",TRUE,FALSE,Preprint|socarxiv,2018-07-02T10:51:44.313107,NA,,TRUE,accepted,2016-10-24T08:24:22.897000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/na5gz/contributors/,https://api.osf.io/v2/preprints/na5gz/bibliographic_contributors/,https://api.osf.io/v2/preprints/na5gz/citation/,na5gz,preprints,https://api.osf.io/v2/preprints/na5gz/identifiers/,https://api.osf.io/v2/nodes/asrc2/,https://api.osf.io/v2/preprints/na5gz/relationships/node/,asrc2,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/na5gz/files/,https://api.osf.io/v2/files/580dc5386c613b01e4dd3c2f/,580dc5386c613b01e4dd3c2f,files,https://api.osf.io/v2/preprints/na5gz/review_actions/,https://api.osf.io/v2/preprints/na5gz/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/na5gz/,https://osf.io/preprints/socarxiv/na5gz/,https://doi.org/10.31235/osf.io/na5gz,NA
md75b,preprints,2016-10-24T08:22:22.755000,2018-07-02T10:51:42.311585,2016-10-24T08:22:22.755000,NA,NA,Étude de l’utilisation d’un environnement numérique de formation : méthode de remise en situation à l’aide de traces numériques de l’activité,"This article is an empirical contribution to the field of educational 
technology but also — and above all — a methodological contribution to 
the analysis of the activities enacted in this field. It takes account 
of a pilot study conducted within the framework of doctoral research and 
consisted in describing, analysing and modelling the activity of a 
trainee teacher in a situation of autonomous use of a video-based 
digital learning environment (DLE). We were particularly careful to 
describe the method in great detail. Two types of data were collected 
and processed within the framework of “course-of-action”: (i)activity 
observation data (dynamic screen capture) and (ii) data from resituating 
interviews supported by digital traces of that activity. The findings 
(i) validate the method’s relevance in relation to the object and issues 
of the research; (ii)show different levels of organization in the 
activity deployed in the situation of use; (iii) highlight four 
registers of concerns orienting use of the DLE. We conclude from a 
perspective of educational technology, by discussing how, according to 
certain conditions and different time scales, the findings inform a 
process of continuous DLE design.",TRUE,FALSE,Preprint|socarxiv,2018-07-02T10:51:42.304046,NA,,TRUE,accepted,2016-10-24T08:22:22.755000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/md75b/contributors/,https://api.osf.io/v2/preprints/md75b/bibliographic_contributors/,https://api.osf.io/v2/preprints/md75b/citation/,md75b,preprints,https://api.osf.io/v2/preprints/md75b/identifiers/,https://api.osf.io/v2/nodes/q4vg7/,https://api.osf.io/v2/preprints/md75b/relationships/node/,q4vg7,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/md75b/files/,https://api.osf.io/v2/files/580dc4c36c613b01e9dd3cea/,580dc4c36c613b01e9dd3cea,files,https://api.osf.io/v2/preprints/md75b/review_actions/,https://api.osf.io/v2/preprints/md75b/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/md75b/,https://osf.io/preprints/socarxiv/md75b/,https://doi.org/10.31235/osf.io/md75b,NA
7a6h6,preprints,2016-10-20T20:59:50.476000,2018-07-02T10:46:31.105791,2016-10-20T20:59:50.476000,NA,10.1016/j.jas.2017.01.008,Movement of lithics by trampling: An experiment in the Madjedbebe sediments,"Understanding post-depositional movement of artefacts is vital to making reliable claims about the formation of archaeological deposits. Human trampling has long been recognised as a contributor to post-depositional artefact displacement. We investigate the degree to which artefact form (shape-and-size) attributes can predict how an artefact is moved by trampling. We use the Zingg classification system to describe artefact form. Our trampling substrate is the recently excavated archaeological deposits from Madjedbebe, northern Australia. Madjedbebe is an important site because it contains early evidence of human activity in Australia. The age of artefacts at Madjedbebe is contentious because of the possibility of artefacts moving due to trampling. We trampled artefacts in Madjedbebe sediments and measured their displacement, as well as modelling the movement of artefacts by computer simulation. Artefact elongation is a significant predictor of horizontal distance moved by trampling, and length, width, thickness and volume are significant predictors of the vertical distance. The explanatory power of these artefact variables is small, indicating that many other factors are also important in determining how an artefact moves during trampling. Our experiment indicates that trampling has not contributed to extensive downward displacement of artefacts at Madjedbebe.",TRUE,FALSE,archaeology|Preprint|research-compendium|socarxiv,2018-07-02T10:46:31.096557,NA,,TRUE,accepted,2016-10-20T20:59:50.476000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df6|5a8c80f9c698300375c76dfb|Social and Behavioral Sciences|Anthropology|Archaeological Anthropology,,2017,https://api.osf.io/v2/preprints/7a6h6/contributors/,https://api.osf.io/v2/preprints/7a6h6/bibliographic_contributors/,https://api.osf.io/v2/preprints/7a6h6/citation/,7a6h6,preprints,https://api.osf.io/v2/preprints/7a6h6/identifiers/,https://api.osf.io/v2/nodes/rtzth/,https://api.osf.io/v2/preprints/7a6h6/relationships/node/,rtzth,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/7a6h6/files/,https://api.osf.io/v2/files/582e6b8b594d900204791d2c/,582e6b8b594d900204791d2c,files,https://api.osf.io/v2/preprints/7a6h6/review_actions/,https://api.osf.io/v2/preprints/7a6h6/requests/,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/preprints/7a6h6/,https://osf.io/preprints/socarxiv/7a6h6/,https://doi.org/10.31235/osf.io/7a6h6,https://doi.org/10.1016/j.jas.2017.01.008
983yy,preprints,2016-10-19T13:53:10.165000,2018-07-02T10:47:32.091649,2016-10-19T13:53:10.165000,NA,NA,The Measurement of Health Inequalities: Does status matter?,"The measurement of health inequalities usually involves either estimating the concentration of health outcomes using an income-based measure of status or applying conventional inequality-measurement tools to a health variable that is non-continuous or, in many cases, categorical. However, these approaches are problematic as they ignore less restrictive approaches to status. The approach in this paper is based on measuring inequality conditional on an individual's position in the distribution of health outcomes: this enables us to deal consistently with categorical data. We examine several status concepts to examine self-assessed health inequality using the sample of world countries contained in the World Health Survey. We also perform correlation and regression analysis on the determinants of inequality estimates assuming an arbitrary cardinalisation. Our findings indicate major heterogeneity in health inequality estimates depending on the status approach, distributional-sensitivity parameter and measure adopted. We find evidence that pure health inequalities vary with median health status alongside measures of government quality.",TRUE,FALSE,III|IIIWP|Inequalities|Inequality|Institute|International|LSE|Preprint|socarxiv,2018-07-02T10:47:32.083122,NA,,TRUE,accepted,2016-10-19T13:53:10.165000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,,NA,https://api.osf.io/v2/preprints/983yy/contributors/,https://api.osf.io/v2/preprints/983yy/bibliographic_contributors/,https://api.osf.io/v2/preprints/983yy/citation/,983yy,preprints,https://api.osf.io/v2/preprints/983yy/identifiers/,https://api.osf.io/v2/nodes/zbf5u/,https://api.osf.io/v2/preprints/983yy/relationships/node/,zbf5u,nodes,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/983yy/files/,https://api.osf.io/v2/files/58077aca6c613b01eb3b8d0e/,58077aca6c613b01eb3b8d0e,files,https://api.osf.io/v2/preprints/983yy/review_actions/,https://api.osf.io/v2/preprints/983yy/requests/,NA,NA,NA,https://api.osf.io/v2/preprints/983yy/,https://osf.io/preprints/socarxiv/983yy/,https://doi.org/10.31235/osf.io/983yy,NA
